,Name,Age,Nationality,Overall,Potential,Club,Value(€),Wage(€),Height,Weight(lbs),Continent
16839,S. Mallon,19,Ireland,56,73,Sheffield United,190000.0,1000.0,5'10,141.0,Europe
16840,D. Tomii,28,Japan,56,57,Shonan Bellmare,70000.0,1000.0,6'0,163.0,Asia
16841,K. Suzuki,22,Japan,56,62,Shonan Bellmare,130000.0,1000.0,6'1,172.0,Asia
16842,M. Sopoćko,19,Poland,56,69,Lechia Gdańsk,170000.0,1000.0,5'9,143.0,Europe
16843,O. Al Suhaymi,25,Saudi Arabia,56,58,Al Faisaly,90000.0,3000.0,5'9,139.0,Asia
16844,D. Pierias,18,Australia,56,70,Melbourne City FC,170000.0,1000.0,5'6,139.0,Oceania
16845,R. Tsonev,23,Bulgaria,56,62,Lecce,120000.0,1000.0,5'7,146.0,Europe
16846,C. Ellis,21,Ireland,56,66,Limerick FC,150000.0,1000.0,5'8,154.0,Europe
16847,H. Finndell,18,Sweden,56,73,Djurgårdens IF,180000.0,1000.0,5'10,163.0,Europe
16848,C. Cooper,21,United Kingdom,56,59,Newport County,110000.0,2000.0,5'9,161.0,Europe
16849,E. Maulana Vikri,17,Indonesia,56,74,Lechia Gdańsk,180000.0,1000.0,5'5,141.0,Asia
16850,D. Ingham,19,New Zealand,56,67,Brisbane Roar,130000.0,1000.0,6'1,161.0,Oceania
16851,A. Koiki,18,United Kingdom,56,63,Burnley,100000.0,3000.0,5'11,154.0,Europe
16852,S. Farsak,20,Turkey,56,65,Medipol Başakşehir FK,120000.0,2000.0,5'11,139.0,Asia
16853,I. Cameron,17,United Kingdom,56,74,Kilmarnock,180000.0,1000.0,6'3,172.0,Europe
16854,P. Bird,19,United Kingdom,56,71,Notts County,180000.0,1000.0,6'2,154.0,Europe
16855,Y. Avcılar,19,Turkey,56,70,Medipol Başakşehir FK,180000.0,1000.0,5'10,134.0,Asia
16856,Peng Rui,24,China,56,61,Tianjin TEDA FC,100000.0,2000.0,5'9,143.0,Asia
16857,Yang Ke,29,China,56,56,Chongqing Dangdai Lifan FC SWM Team,90000.0,2000.0,6'0,172.0,Asia
16858,R. Majecki,18,Poland,56,76,Legia Warszawa,150000.0,1000.0,6'3,172.0,Europe
16859,S. Nakagawa,19,Japan,56,72,Kashiwa Reysol,180000.0,1000.0,6'0,157.0,Asia
16860,R. Oates,23,United Kingdom,56,61,Morecambe,120000.0,1000.0,6'0,163.0,Europe
16861,P. Patron,20,France,56,63,Clermont Foot 63,90000.0,1000.0,6'3,187.0,Europe
16862,P. Lewis,23,United Kingdom,56,60,Cambridge United,120000.0,2000.0,6'1,159.0,Europe
16863,R. Giles,18,United Kingdom,56,76,Wolverhampton Wanderers,170000.0,3000.0,5'10,159.0,Europe
16864,S. Sohm,17,Switzerland,56,76,FC Zürich,160000.0,1000.0,6'2,187.0,Europe
16865,M. Wohlgemuth,23,Denmark,56,65,Vendsyssel FF,140000.0,2000.0,5'10,154.0,Europe
16866,M. Żyro,19,Poland,56,70,Miedź Legnica,180000.0,1000.0,6'2,172.0,Europe
16867,A. Al Arishi,23,Saudi Arabia,56,65,Al Shabab,120000.0,3000.0,5'9,154.0,Asia
16868,Y. Mersin,23,Turkey,56,64,Crawley Town,100000.0,1000.0,6'5,172.0,Asia
16869,S. Want,21,United Kingdom,56,70,Hamilton Academical FC,180000.0,1000.0,5'11,154.0,Europe
16870,L. Grabovac,20,Austria,56,69,SKN St. Pölten,170000.0,2000.0,5'10,146.0,Europe
16871,Liu Heng,22,China,56,65,Henan Jianye FC,120000.0,2000.0,5'11,163.0,Asia
16872,S. Bojang,20,Norway,56,67,Sarpsborg 08 FF,140000.0,1000.0,5'11,159.0,Europe
16873,L. Conlan,23,United Kingdom,56,61,Morecambe,100000.0,1000.0,5'11,159.0,Europe
16874,Liu Hao,22,China,56,65,Guizhou Hengfeng FC,120000.0,2000.0,5'9,154.0,Asia
16875,J. Medina,20,Mexico,56,67,Querétaro,150000.0,1000.0,6'0,152.0,North America
16876,S. Giménez,17,Mexico,56,79,Cruz Azul,200000.0,2000.0,6'0,152.0,North America
16877,T. Francois,17,Australia,56,74,Fulham,180000.0,3000.0,5'5,123.0,Oceania
16878,D. Kaneko,19,Japan,56,65,Shonan Bellmare,130000.0,1000.0,5'9,146.0,Asia
16879,D. van Kaam,18,Netherlands,56,75,FC Groningen,190000.0,1000.0,5'9,154.0,Europe
16880,F. Fischerauer,19,Austria,56,68,FC Admira Wacker Mödling,150000.0,1000.0,5'7,139.0,Europe
16881,A. Hellborg,19,Sweden,56,73,Kalmar FF,190000.0,1000.0,6'1,170.0,Europe
16882,B. Daniels,24,United Kingdom,56,59,Port Vale,110000.0,2000.0,5'9,163.0,Europe
16883,Zhou Qiming,23,China,56,60,Tianjin TEDA FC,100000.0,2000.0,5'8,143.0,Asia
16884,D. Miya,22,Japan,56,62,Vissel Kobe,110000.0,1000.0,6'1,181.0,Asia
16885,M. Nottingham,29,Saint Kitts and Nevis,56,56,Blackpool,70000.0,1000.0,6'4,194.0,North America
16886,A. Abdulhameed,24,Saudi Arabia,56,59,Al Hazem,80000.0,1000.0,5'8,154.0,Asia
16887,Y. Wakizaka,23,Japan,56,60,Kawasaki Frontale,120000.0,1000.0,5'8,143.0,Asia
16888,M. Tapias,21,Mexico,56,64,Pachuca,120000.0,3000.0,5'11,159.0,North America
16889,R. Correa,18,Colombia,56,70,Independiente Medellín,190000.0,1000.0,6'1,154.0,South America
16890,O. Solbakken,19,Norway,56,67,Ranheim Fotball,150000.0,1000.0,6'1,181.0,Europe
16891,A. Koljic,19,Germany,56,68,SC Fortuna Köln,140000.0,1000.0,5'9,150.0,Europe
16892,J. Bennett,22,United Kingdom,56,62,Sheffield United,100000.0,2000.0,5'11,154.0,Europe
16893,J. Nieva,19,Colombia,56,70,América de Cali,180000.0,1000.0,5'10,157.0,South America
16894,H. Salem,20,Saudi Arabia,56,68,Ettifaq FC,140000.0,3000.0,5'9,150.0,Asia
16895,E. Sandberg,18,Norway,56,73,Lillestrøm SK,170000.0,1000.0,6'3,168.0,Europe
16896,F. Abo Bakr,21,Saudi Arabia,56,67,Ettifaq FC,140000.0,3000.0,6'0,159.0,Asia
16897,T. Tanaka,20,Japan,56,68,Kashima Antlers,160000.0,1000.0,5'9,143.0,Asia
16898,Zuo Yiteng,23,China,56,65,Changchun Yatai FC,120000.0,1000.0,5'10,152.0,Asia
16899,W. Fitzgerald,19,Ireland,56,66,Limerick FC,140000.0,1000.0,6'2,161.0,Europe
16900,K. Osako,18,Japan,56,68,Sanfrecce Hiroshima,120000.0,1000.0,6'1,190.0,Asia
16901,Wei Zhen,21,China,56,65,Shanghai SIPG FC,120000.0,2000.0,6'2,172.0,Asia
16902,A. Hudu,18,Ghana,56,69,Hammarby IF,160000.0,1000.0,5'6,143.0,Africa
16903,J. Lalrinzuala,19,India,56,64,,0.0,0.0,5'9,150.0,Asia
16904,I. Pearce,19,United Kingdom,56,68,Forest Green Rovers,160000.0,1000.0,5'5,137.0,Europe
16905,R. Motegi,21,Japan,56,65,Urawa Red Diamonds,120000.0,1000.0,5'9,150.0,Asia
16906,K. Cabral,18,France,56,70,Valenciennes FC,190000.0,1000.0,6'1,172.0,Europe
16907,A. Majok,19,Kenya,56,69,Western Sydney Wanderers,170000.0,1000.0,6'1,159.0,Africa
16908,R. Ito,20,Japan,56,64,Sagan Tosu,130000.0,1000.0,5'11,154.0,Asia
16909,I. Ünal,20,Turkey,56,69,Alanyaspor,140000.0,1000.0,5'11,161.0,Asia
16910,E. Chilufya,18,Zambia,56,75,Djurgårdens IF,190000.0,1000.0,5'7,150.0,Africa
16911,Lee Joon Hee,24,"Korea, Republic of",56,61,Gyeongnam FC,90000.0,1000.0,6'4,196.0,Asia
16912,M. Stajduhar,20,United States,56,69,Orlando City SC,140000.0,1000.0,6'2,190.0,North America
16913,K. Fatkic,20,Slovenia,56,65,FC Thun,140000.0,2000.0,6'1,165.0,Europe
16914,A. Jakupović,20,Austria,56,72,Empoli,200000.0,2000.0,6'1,154.0,Europe
16915,A. Eichhorn,19,Germany,56,66,SC Fortuna Köln,120000.0,1000.0,5'8,143.0,Europe
16916,Yang Wanshun,22,China,56,65,Tianjin TEDA FC,140000.0,2000.0,5'10,165.0,Asia
16917,Philippe,18,Brazil,56,73,FC Sion,190000.0,2000.0,6'1,143.0,South America
16918,Yang Fan,22,China,56,65,Tianjin TEDA FC,120000.0,2000.0,6'0,165.0,Asia
16919,D. Pipe,34,United Kingdom,56,56,Newport County,30000.0,1000.0,5'9,170.0,Europe
16920,K. Ichimi,20,Japan,56,70,Gamba Osaka,200000.0,2000.0,5'11,170.0,Asia
16921,J. Ponticelli,19,United Kingdom,56,72,Macclesfield Town,200000.0,1000.0,5'11,154.0,Europe
16922,S. Ali Yahya,19,Saudi Arabia,56,72,Al Hazem,170000.0,2000.0,5'9,161.0,Asia
16923,S. Brolin,17,Sweden,56,78,AIK,160000.0,1000.0,6'8,187.0,Europe
16924,J. Pérez,18,Mexico,56,74,Club Atlas,190000.0,2000.0,5'9,148.0,North America
16925,A. Pearce,21,Australia,56,64,Central Coast Mariners,100000.0,1000.0,6'6,168.0,Oceania
16926,B. White,26,Australia,56,59,Brisbane Roar,80000.0,1000.0,6'0,165.0,Oceania
16927,B. Nygren,16,Sweden,56,73,IFK Göteborg,180000.0,1000.0,6'0,161.0,Europe
16928,Yang Liyu,21,China,56,63,Guangzhou Evergrande Taobao FC,130000.0,2000.0,5'11,143.0,Asia
16929,L. Davies,18,United Kingdom,56,68,Cambridge United,130000.0,1000.0,5'11,154.0,Europe
16930,F. Espinoza,20,Chile,56,67,CD Universidad de Concepción,160000.0,1000.0,5'7,150.0,South America
16931,Joan Luque,26,Spain,56,57,Lincoln City,110000.0,3000.0,6'1,172.0,Europe
16932,R. Hoffmann,19,Germany,56,74,FC Bayern München,160000.0,2000.0,6'4,185.0,Europe
16933,Z. Mills,26,United Kingdom,56,59,Morecambe,90000.0,1000.0,6'0,183.0,Europe
16934,H. Herrera,20,Chile,56,66,CD O'Higgins,140000.0,1000.0,5'11,163.0,South America
16935,A. Ajdarević,20,Albania,56,64,Örebro SK,130000.0,1000.0,6'1,157.0,Europe
16936,Y. Uekusa,35,Japan,56,56,Shimizu S-Pulse,20000.0,1000.0,6'1,176.0,Asia
16937,K. Rowles,20,Australia,56,71,Central Coast Mariners,180000.0,1000.0,6'0,181.0,Oceania
16938,T. Hamilton,19,United Kingdom,56,74,Hull City,190000.0,2000.0,5'10,141.0,Europe
16939,K. Ito,19,Japan,56,65,Shimizu S-Pulse,120000.0,1000.0,5'9,137.0,Asia
16940,C. O'Toole,20,Australia,56,68,Brisbane Roar,140000.0,1000.0,5'9,143.0,Oceania
16941,E. Moran,21,Ireland,56,67,Bray Wanderers,120000.0,1000.0,6'0,170.0,Europe
16942,I. Koné,19,Mali,56,70,FK Haugesund,200000.0,1000.0,6'3,183.0,Africa
16943,K. Awuah,22,Canada,56,64,New York City FC,130000.0,1000.0,5'7,161.0,North America
16944,L. Ashby-Hammond,17,United Kingdom,56,76,Fulham,150000.0,1000.0,6'1,168.0,Europe
16945,N. Marfelt,23,Denmark,56,63,SønderjyskE,110000.0,2000.0,6'2,183.0,Europe
16946,T. Chakwana,19,United Kingdom,56,64,Burnley,130000.0,3000.0,5'7,137.0,Europe
16947,F. Schram,23,Iceland,56,66,,0.0,0.0,6'5,187.0,Europe
16948,D. Daly,20,Ireland,56,68,Waterford FC,140000.0,1000.0,5'11,165.0,Europe
16949,S. Pedersen,19,Norway,56,67,Strømsgodset IF,150000.0,1000.0,5'10,152.0,Europe
16950,M. Al Hamad,19,Saudi Arabia,56,68,Al Batin,160000.0,3000.0,5'8,150.0,Asia
16951,O. Ünlüçifçi,21,Germany,56,66,FC Würzburger Kickers,150000.0,1000.0,5'10,154.0,Europe
16952,A. Hoven,20,Norway,56,69,Strømsgodset IF,170000.0,1000.0,6'0,185.0,Europe
16953,C. Zuvela,21,Australia,56,67,Sydney FC,150000.0,1000.0,5'10,172.0,Oceania
16954,O. Christensen,19,Denmark,56,67,Odense Boldklub,120000.0,1000.0,6'3,181.0,Europe
16955,D. Breitfelder,21,Germany,56,66,VfL Sportfreunde Lotte,150000.0,1000.0,6'2,161.0,Europe
16956,G. Vetti,19,Norway,56,66,Sarpsborg 08 FF,140000.0,1000.0,6'0,163.0,Europe
16957,L. Robles,21,United Kingdom,56,67,Grimsby Town,160000.0,2000.0,5'9,143.0,Europe
16958,M. Miño,20,Argentina,56,70,Rosario Central,160000.0,1000.0,6'0,176.0,South America
16959,W. Le Pogam,25,France,56,59,Neuchâtel Xamax,90000.0,1000.0,6'0,165.0,Europe
16960,N. Mbo,19,"Congo, The Democratic Republic of the",56,61,Gillingham,120000.0,1000.0,6'1,181.0,Africa
16961,Lee Kwang Jin,26,"Korea, Republic of",56,58,Gyeongnam FC,90000.0,1000.0,5'10,146.0,Asia
16962,S. Abifade,18,Germany,56,77,Eintracht Braunschweig,200000.0,1000.0,6'1,185.0,Europe
16963,C. Lokoli-Ngoy,21,Australia,56,69,Sydney FC,180000.0,1000.0,6'2,179.0,Oceania
16964,E. Bijlsma,19,Netherlands,56,67,FC Emmen,150000.0,1000.0,6'1,161.0,Europe
16965,D. Hayes,23,Ireland,56,62,Bray Wanderers,100000.0,1000.0,5'6,159.0,Europe
16966,M. Śliwa,17,Poland,56,75,Wisła Kraków,180000.0,1000.0,5'9,154.0,Europe
16967,S. Moore,23,United Kingdom,56,62,Milton Keynes Dons,90000.0,1000.0,6'2,159.0,Europe
16968,Y. Takeda,31,Japan,56,56,Nagoya Grampus,50000.0,1000.0,6'3,179.0,Asia
16969,J. Kavanagh,23,Ireland,56,62,Cork City,100000.0,1000.0,5'9,154.0,Europe
16970,Kim Tae Ho,26,"Korea, Republic of",56,59,Daegu FC,80000.0,1000.0,6'1,179.0,Asia
16971,R. Vinderslev,20,Denmark,56,67,SønderjyskE,150000.0,1000.0,6'1,168.0,Europe
16972,A. Nurudeen,19,Ghana,56,69,KAS Eupen,140000.0,1000.0,6'3,170.0,Africa
16973,T. Damsgaard,20,Denmark,56,66,Randers FC,130000.0,1000.0,6'1,170.0,Europe
16974,K. Henry,18,United Kingdom,56,68,Yeovil Town,150000.0,1000.0,5'10,154.0,Europe
16975,Zhu Xiaogang,30,China,56,56,Dalian YiFang FC,70000.0,2000.0,6'0,165.0,Asia
16976,A. Kuruniyan,21,India,56,70,,0.0,0.0,5'9,154.0,Asia
16977,R. Batlokwa,20,Botswana,56,68,Southend United,160000.0,1000.0,5'9,139.0,Africa
16978,B. Leneis,19,Germany,56,67,FC Augsburg,120000.0,1000.0,6'5,187.0,Europe
16979,M. Blair,18,United Kingdom,56,66,Burnley,130000.0,3000.0,5'9,150.0,Europe
16980,Lee Hyun Sik,22,"Korea, Republic of",56,64,Gangwon FC,130000.0,1000.0,5'9,141.0,Asia
16981,J. Etou,24,France,56,62,AS Béziers,120000.0,1000.0,5'9,154.0,Europe
16982,Cui Ming'an,23,China,56,63,Dalian YiFang FC,110000.0,1000.0,5'11,170.0,Asia
16983,D. López,18,Mexico,56,66,Club Tijuana,140000.0,2000.0,5'10,146.0,North America
16984,P. Pierzchała,19,Poland,56,65,Korona Kielce,120000.0,1000.0,6'3,194.0,Europe
16985,O. Al Owdah,19,Saudi Arabia,56,71,Al Fayha,170000.0,2000.0,5'7,143.0,Asia
16986,A. Thurgate,18,Australia,56,69,Newcastle Jets,160000.0,1000.0,5'10,154.0,Oceania
16987,Y. Magnin,21,France,56,64,Clermont Foot 63,130000.0,1000.0,6'0,157.0,Europe
16988,A. Al Enazi,21,Saudi Arabia,56,65,Al Faisaly,120000.0,2000.0,5'10,134.0,Asia
16989,C. Clifford,26,Ireland,56,57,St. Patrick's Athletic,100000.0,1000.0,6'0,170.0,Europe
16990,T. Hagelskjaer,23,Denmark,56,64,Vejle Boldklub,100000.0,1000.0,6'2,179.0,Europe
16991,N. Rodes,20,Belgium,56,67,Sporting de Charleroi,140000.0,1000.0,6'3,163.0,Europe
16992,L. Mirwa,23,South Africa,56,63,Kaizer Chiefs,110000.0,1000.0,5'8,143.0,Africa
16993,W. Altamirano,20,Argentina,56,64,Belgrano de Córdoba,130000.0,2000.0,5'10,165.0,South America
16994,Ko Jae Hyun,19,"Korea, Republic of",56,71,Daegu FC,190000.0,1000.0,5'11,148.0,Asia
16995,O. Evans,21,United Kingdom,56,68,Wigan Athletic,130000.0,3000.0,6'0,154.0,Europe
16996,Lü Peng,28,China,56,56,Beijing Sinobo Guoan FC,90000.0,3000.0,6'0,168.0,Asia
16997,Xu Yougang,22,China,56,65,Shanghai Greenland Shenhua FC,120000.0,2000.0,5'11,159.0,Asia
16998,Sun Guowen,24,China,56,58,Dalian YiFang FC,110000.0,2000.0,5'10,163.0,Asia
16999,S. Alzate,19,United Kingdom,56,68,Swindon Town,160000.0,3000.0,5'11,143.0,Europe
17000,M. Steinwender,18,Austria,56,70,SV Mattersburg,170000.0,1000.0,6'3,168.0,Europe
17001,H. Cardwell,21,United Kingdom,56,63,Grimsby Town,130000.0,2000.0,6'2,159.0,Europe
17002,M. Vantruba,20,Slovakia,56,71,SK Slavia Praha,160000.0,1000.0,6'5,194.0,Europe
17003,H. Wilder,18,United Kingdom,56,74,Mansfield Town,170000.0,1000.0,6'1,165.0,Europe
17004,B. Delihasan,19,Turkey,56,72,Çaykur Rizespor,180000.0,1000.0,5'8,148.0,Asia
17005,D. Puster,19,Austria,56,68,FC Admira Wacker Mödling,160000.0,1000.0,5'10,161.0,Europe
17006,H. Tombakti,19,Saudi Arabia,56,71,Al Shabab,180000.0,2000.0,5'10,163.0,Asia
17007,L. Gibbens,17,United Kingdom,56,71,Mansfield Town,160000.0,1000.0,6'0,157.0,Europe
17008,G. Kostadinov,27,Bulgaria,56,57,,0.0,0.0,6'0,163.0,Europe
17009,L. Perea,32,Colombia,56,56,La Equidad,70000.0,1000.0,6'2,194.0,South America
17010,A. Ogalde,21,Chile,56,64,Universidad Católica,100000.0,1000.0,5'11,159.0,South America
17011,M. Bersano,25,United States,56,61,San Jose Earthquakes,90000.0,1000.0,6'1,185.0,North America
17012,I. Olaofe,18,United Kingdom,56,68,Millwall,150000.0,1000.0,5'10,181.0,Europe
17013,D. Barnett,21,Ireland,56,65,Waterford FC,120000.0,1000.0,5'7,152.0,Europe
17014,R. Ferguson,20,United Kingdom,56,69,Motherwell,140000.0,1000.0,6'0,190.0,Europe
17015,F. Domínguez,20,Uruguay,56,65,Racing Club,140000.0,2000.0,5'7,154.0,South America
17016,N. Vitré,20,France,56,68,Clermont Foot 63,140000.0,1000.0,6'0,172.0,Europe
17017,H. Al Sibyani,19,Saudi Arabia,55,64,Al Ahli,110000.0,2000.0,5'9,154.0,Asia
17018,M. Shabow,20,Australia,55,64,Central Coast Mariners,140000.0,1000.0,5'10,163.0,Oceania
17019,A. Famewo,19,United Kingdom,55,66,Grimsby Town,130000.0,1000.0,6'2,146.0,Europe
17020,W. Tomlinson,20,United Kingdom,55,65,Blackburn Rovers,140000.0,4000.0,5'10,163.0,Europe
17021,O. Al Zayni,22,Saudi Arabia,55,62,Al Ahli,110000.0,4000.0,5'10,154.0,Asia
17022,A. Linnér,19,Sweden,55,67,AIK,160000.0,1000.0,6'1,165.0,Europe
17023,A. Tarmin,21,Saudi Arabia,55,67,Al Ahli,140000.0,3000.0,5'10,148.0,Asia
17024,J. Roberts,17,Australia,55,75,Western Sydney Wanderers,180000.0,1000.0,5'7,150.0,Oceania
17025,K. Horgan,21,Ireland,55,62,Shamrock Rovers,90000.0,1000.0,6'4,181.0,Europe
17026,J. Tibbetts,19,United Kingdom,55,65,Peterborough United,110000.0,1000.0,6'0,165.0,Europe
17027,R. Balanta,25,Colombia,55,60,América de Cali,120000.0,1000.0,5'9,159.0,South America
17028,D. Arias,18,Chile,55,68,Club Deportes Temuco,160000.0,1000.0,6'0,163.0,South America
17029,W. Huffer,19,United Kingdom,55,72,Leeds United,160000.0,1000.0,6'3,179.0,Europe
17030,Yan Zhiyu,25,China,55,60,Changchun Yatai FC,100000.0,2000.0,5'7,143.0,Asia
17031,W. Hanssen,20,Norway,55,63,FK Bodø/Glimt,130000.0,1000.0,5'10,165.0,Europe
17032,M. Al Thani,21,Saudi Arabia,55,65,Al Faisaly,140000.0,3000.0,5'9,141.0,Asia
17033,Montes,20,Spain,55,64,Girona FC,120000.0,2000.0,5'10,154.0,Europe
17034,N. Khalifa,22,Saudi Arabia,55,65,Al Qadisiyah,120000.0,2000.0,5'9,163.0,Asia
17035,A. Fisher,20,United Kingdom,55,63,Blackburn Rovers,100000.0,3000.0,6'2,161.0,Europe
17036,C. Lindley,20,United States,55,69,Orlando City SC,190000.0,1000.0,5'9,161.0,North America
17037,M. Borgogno,19,Argentina,55,69,Vélez Sarsfield,160000.0,1000.0,5'11,159.0,South America
17038,H. Al Shaie,20,Saudi Arabia,55,66,Al Hazem,150000.0,2000.0,5'6,130.0,Asia
17039,G. Haag,18,France,55,72,AS Nancy Lorraine,160000.0,1000.0,6'0,150.0,Europe
17040,C. McVey,21,Sweden,55,63,IF Elfsborg,110000.0,1000.0,6'0,165.0,Europe
17041,I. Ibañez,21,Chile,55,63,CD Everton de Viña del Mar,110000.0,1000.0,5'10,161.0,South America
17042,H. Sobol,18,Poland,55,66,Lech Poznań,140000.0,1000.0,5'11,163.0,Europe
17043,Cristian Arco,23,Spain,55,61,Cádiz CF,90000.0,1000.0,5'11,165.0,Europe
17044,G. Satalino,19,Italy,55,70,Sassuolo,160000.0,1000.0,6'2,165.0,Europe
17045,A. Diaz,18,Chile,55,73,CD O'Higgins,180000.0,1000.0,5'8,154.0,South America
17046,M. Hauptmann,18,Germany,55,72,SG Dynamo Dresden,180000.0,1000.0,5'10,148.0,Europe
17047,S. Kelly,28,Ireland,55,55,Limerick FC,70000.0,1000.0,5'11,163.0,Europe
17048,K. Zobeck,28,United States,55,55,FC Dallas,60000.0,1000.0,6'0,179.0,North America
17049,G. McDonagh,20,Ireland,55,65,Barnsley,150000.0,2000.0,5'11,154.0,Europe
17050,D. Bielica,19,Poland,55,69,Górnik Zabrze,160000.0,1000.0,6'2,168.0,Europe
17051,M. Akjah,20,Saudi Arabia,55,71,Al Wehda,160000.0,2000.0,5'10,159.0,Asia
17052,R. Sandford,19,United Kingdom,55,68,Millwall,130000.0,1000.0,6'2,165.0,Europe
17053,R. Slater,18,United Kingdom,55,66,Carlisle United,140000.0,1000.0,5'8,143.0,Europe
17054,A. Al Nassar,26,Saudi Arabia,55,55,Al Nassr,100000.0,5000.0,5'8,137.0,Asia
17055,A. Al Shehry,22,Saudi Arabia,55,62,Al Qadisiyah,90000.0,2000.0,6'0,148.0,Asia
17056,M. Kristensen,25,Denmark,55,59,AC Horsens,120000.0,2000.0,6'7,209.0,Europe
17057,E. Wearen,25,Ireland,55,57,Limerick FC,90000.0,1000.0,6'1,159.0,Europe
17058,M. Solberg,23,Denmark,55,60,Vendsyssel FF,120000.0,2000.0,6'0,181.0,Europe
17059,Gianluca Zanette,21,Brazil,55,66,Vejle Boldklub,120000.0,1000.0,6'2,176.0,South America
17060,T. Bloor,18,United Kingdom,55,74,Mansfield Town,160000.0,1000.0,5'9,170.0,Europe
17061,V. Arzayus,26,Colombia,55,57,Boyacá Chicó FC,110000.0,1000.0,6'2,181.0,South America
17062,M. Kaastrup,17,Denmark,55,72,Aarhus GF,180000.0,1000.0,5'9,154.0,Europe
17063,J. Sinclair,30,United Kingdom,55,55,Morecambe,60000.0,1000.0,5'9,176.0,Europe
17064,P. Gueye,19,France,55,73,Le Havre AC,170000.0,1000.0,6'2,143.0,Europe
17065,M. Godoy,21,Chile,55,67,CD Huachipato,160000.0,1000.0,5'7,150.0,South America
17066,J. Łoś,17,Poland,55,76,Arka Gdynia,200000.0,1000.0,5'9,157.0,Europe
17067,S. Gussiås,18,Norway,55,67,Molde FK,150000.0,1000.0,6'0,181.0,Europe
17068,G. Piras,19,Italy,55,70,SK Sturm Graz,170000.0,1000.0,6'2,176.0,Europe
17069,J. Sowerby,23,United Kingdom,55,62,Carlisle United,120000.0,1000.0,5'9,172.0,Europe
17070,Taliby,21,Spain,55,64,CD Numancia,100000.0,1000.0,6'3,179.0,Europe
17071,P. Waring,19,Japan,55,61,Cerezo Osaka,120000.0,1000.0,6'1,172.0,Asia
17072,A. Agouda,19,Norway,55,70,Stabæk Fotball,190000.0,1000.0,5'10,154.0,Europe
17073,T. Mitchell,18,United Kingdom,55,72,Crystal Palace,160000.0,3000.0,5'9,143.0,Europe
17074,H. Acar,23,Turkey,55,64,Kayserispor,130000.0,2000.0,6'0,165.0,Asia
17075,K. Ahmadi,19,Sweden,55,65,IK Sirius,140000.0,1000.0,5'8,141.0,Europe
17076,B. Maher,17,Ireland,55,69,St. Patrick's Athletic,140000.0,1000.0,6'1,172.0,Europe
17077,A. Al Shammari,19,Saudi Arabia,55,66,Al Shabab,150000.0,2000.0,5'9,139.0,Asia
17078,A. Haroon,19,Saudi Arabia,55,65,Al Shabab,120000.0,2000.0,5'10,172.0,Asia
17079,R. Edmonds-Green,19,United Kingdom,55,70,Huddersfield Town,170000.0,2000.0,5'11,161.0,Europe
17080,N. Sheron,20,United Kingdom,55,69,Fleetwood Town,180000.0,1000.0,6'0,141.0,Europe
17081,S. Baptiste,20,United Kingdom,55,71,Oxford United,190000.0,1000.0,5'11,148.0,Europe
17082,M. El Idrissy,19,France,55,70,AC Ajaccio,190000.0,1000.0,5'11,163.0,Europe
17083,C. Goddard,21,Japan,55,69,Benevento,190000.0,1000.0,5'10,143.0,Asia
17084,B. Leiva,20,Chile,55,65,Universidad Católica,140000.0,1000.0,5'9,154.0,South America
17085,R. Kamber,22,Switzerland,55,66,Grasshopper Club Zürich,150000.0,2000.0,6'2,181.0,Europe
17086,M. Valenta,18,Czech Republic,55,70,SK Slavia Praha,180000.0,1000.0,5'11,165.0,Europe
17087,T. Forbes,22,United Kingdom,55,66,Newport County,130000.0,1000.0,5'10,165.0,Europe
17088,K. Lara,19,Chile,55,70,Curicó Unido,170000.0,1000.0,6'0,165.0,South America
17089,A. Baun,22,Denmark,55,62,Hobro IK,120000.0,1000.0,6'4,187.0,Europe
17090,B. Niezgoda,18,Poland,55,73,Jagiellonia Białystok,150000.0,1000.0,6'6,187.0,Europe
17091,A. Doğan,16,Turkey,55,71,Kayserispor,160000.0,1000.0,5'11,154.0,Asia
17092,A. Payne,18,United Kingdom,55,71,Norwich City,180000.0,2000.0,5'10,161.0,Europe
17093,J. López,18,Argentina,55,70,Racing Club,180000.0,1000.0,6'0,152.0,South America
17094,M. Matic,22,Switzerland,55,67,Grasshopper Club Zürich,120000.0,1000.0,6'1,168.0,Europe
17095,Chang Feiya,25,China,55,57,Guangzhou R&F; FC,110000.0,2000.0,5'11,159.0,Asia
17096,J. Kayode,18,Nigeria,55,70,Rotherham United,180000.0,3000.0,6'3,165.0,Africa
17097,A. Arigoni,19,Switzerland,55,63,Grasshopper Club Zürich,110000.0,1000.0,6'0,170.0,Europe
17098,R. McGinley,18,United Kingdom,55,68,Rotherham United,160000.0,2000.0,5'9,143.0,Europe
17099,T. Amos,20,Sweden,55,68,IFK Göteborg,140000.0,1000.0,6'5,176.0,Europe
17100,Y. Taki,18,Japan,55,70,Shimizu S-Pulse,180000.0,1000.0,5'6,123.0,Asia
17101,D. Błanik,21,Poland,55,64,Pogoń Szczecin,140000.0,1000.0,5'8,139.0,Europe
17102,Y. Nishimura,18,Japan,55,64,Shimizu S-Pulse,120000.0,1000.0,6'0,157.0,Asia
17103,M. Howarth,19,United Kingdom,55,65,Burnley,140000.0,3000.0,5'10,141.0,Europe
